Title	RTIA	RTPP	MZ_IA	MZ_PP	IA_113	IA_114	IA_115	IA_116	IA_117	IA_118	IA_119	IA_121	PP_113	PP_114	PP_115	PP_116	PP_117	PP_118	PP_119	PP_121	decoy	PP_114:113	PP_115:113	PP_116:113	PP_117:113	PP_118:113	PP_119:113	PP_121:113	IA_114:113	IA_115:113	IA_116:113	IA_117:113	IA_118:113	IA_119:113	IA_121:113
e_5483347658037709188	1738.15	1738.15	385.2503052	385.2516	6335.02	5935.28	3019.42	3133.53	6185.47	6150.99	2971.35	2926.82	6337.25	5849.72	2951.38	56.5	6203.07	5898.22	2974.97	53.82	1	0.9230692	0.4657193	0.4489108	0.9788268	0.9307224	0.4694418	0.4383147	0.936899962	0.476623594	0.494636165	0.976393129	0.970950368	0.469035615	0.462006434
e_5483347658037709188	1738.15	1738.15	385.2503052	385.2516	6335.02	5935.28	3019.42	3133.53	6185.47	6150.99	2971.35	2926.82	6337.25	5849.72	2951.38	56.5	6203.07	5898.22	2974.97	53.82	1	0.9230692	0.4657193	0.4489108	0.9788268	0.9307224	0.4694418	0.4383147	0.936899962	0.476623594	0.494636165	0.976393129	0.970950368	0.469035615	0.462006434
e_5483347658037709188	1738.15	1738.15	385.2503052	385.2516	6335.02	5935.28	3019.42	3133.53	6185.47	6150.99	2971.35	2926.82	6337.25	5849.72	2951.38	56.5	6203.07	5898.22	2974.97	53.82	0	0.9230692	0.4657193	0.4489108	0.9788268	0.9307224	0.4694418	0.4383147	0.936899962	0.476623594	0.494636165	0.976393129	0.970950368	0.469035615	0.462006434
e_5483347658037709188	1738.15	1738.15	385.2503052	385.2516	6335.02	5935.28	3019.42	3133.53	6185.47	6150.99	2971.35	2926.82	6337.25	5849.72	2951.38	56.5	6203.07	5898.22	2974.97	53.82	1	0.9230692	0.4657193	0.4489108	0.9788268	0.9307224	0.4694418	0.4383147	0.936899962	0.476623594	0.494636165	0.976393129	0.970950368	0.469035615	0.462006434
e_13970789113279391631	1740.79	1740.79	602.0054321	602.0065	34901	31054.5	17475.9	18069.3	35747.3	33671.8	17410.5	17926.4	34399.13	31109.68	16584.47	133.64	35410.29	33736.85	17398.15	130.12	0	0.9043741	0.4821189	0.49037	1.029395	0.9807473	0.505773	0.523342	0.889788258	0.500727773	0.517730151	1.024248589	0.964780379	0.498853901	0.513635712
e_11343214079547237862	1741.17	1741.17	544.6432495	544.6443	12677.9	13096.6	9440.51	6361.03	12635.1	13140.8	6811.08	6677.76	12679.99	13154.9	6549.99	84.19	12630.16	13183.61	6426.32	79.17	0	1.037454	0.5165612	0.4856447	0.9960702	1.039718	0.5068079	0.5284507	1.033025974	0.74464304	0.501741613	0.996624047	1.036512356	0.537240395	0.526724458
e_9417847096247937661	1742.18	1742.18	816.461853	816.4629	10359.3	10109.5	4933.14	5087	10686	10545.3	5729.87	5347.13	10362.52	10009.89	4815.55	72.46	10672.36	10561.9	5726.03	74.57	0	0.9659706	0.4647084	0.4915677	1.0299	1.019241	0.5525712	0.5196439	0.975886402	0.476203991	0.491056346	1.03153688	1.017954881	0.553113627	0.516167116
e_9417847096247937661	1742.18	1742.18	816.461853	816.4629	10359.3	10109.5	4933.14	5087	10686	10545.3	5729.87	5347.13	10362.52	10009.89	4815.55	72.46	10672.36	10561.9	5726.03	74.57	0	0.9659706	0.4647084	0.4915677	1.0299	1.019241	0.5525712	0.5196439	0.975886402	0.476203991	0.491056346	1.03153688	1.017954881	0.553113627	0.516167116
e_6401061240869100078	1742.91	1742.91	538.9678345	538.9689	8272.77	7602.84	4156.59	2555.43	7217.62	6788.58	3571.71	3327.49	8274.55	7602.74	4154.81	66.44	7214.8	6675.67	3571.82	58.91	0	0.9188101	0.5021192	0.3088688	0.8719265	0.8067714	0.4316634	0.4029718	0.919019869	0.50244235	0.308896536	0.872455054	0.820593344	0.431742935	0.402221989
e_3247788724367753543	1745.02	1745.02	581.3258667	581.3271	38239.7	38350.6	18414.9	20668.5	39398.7	40667.4	21518.1	19842.1	38247.74	38367.64	17541.03	138.88	39391.97	40156.9	21132.57	143.33	0	1.003135	0.4586161	0.5326218	1.029916	1.049916	0.5525182	0.5105768	1.002900127	0.48156497	0.540498487	1.030308815	1.063486377	0.562716235	0.518887439
e_8894808062245706870	1745.38	1745.38	436.2460632	436.2473	12893.1	12687.1	6517.22	7572.34	12341.8	16499.5	7076.43	8956.79	12895.86	12686.21	6549.74	84.06	12500.55	14053.7	6368.32	78.87	0	0.9837428	0.5078948	0.4966919	0.9693459	1.089784	0.4938267	0.2512589	0.984022462	0.505481226	0.587317247	0.957240695	1.279715507	0.548854038	0.694696388
e_16228219885707028444	1745.81	1745.81	460.2957153	460.2969	26602.7	25790.3	14801.8	19209.4	25982.4	26806.7	14691.9	13833.4	25885.7	24942.94	12360.19	115.85	25683.84	26035.98	14198.79	117.41	0	0.9635799	0.4774911	0.4960187	0.9922019	1.005806	0.5485187	0.5149114	0.969461746	0.55640217	0.7220846	0.976682818	1.007668395	0.55227101	0.51999985
e_16228219885707028444	1745.81	1745.81	460.2957153	460.2969	26602.7	25790.3	14801.8	19209.4	25982.4	26806.7	14691.9	13833.4	25885.7	24942.94	12360.19	115.85	25683.84	26035.98	14198.79	117.41	0	0.9635799	0.4774911	0.4960187	0.9922019	1.005806	0.5485187	0.5149114	0.969461746	0.55640217	0.7220846	0.976682818	1.007668395	0.55227101	0.51999985
e_7333771259604605936	1746.32	1746.32	643.3606567	643.3618	19249.7	18231.9	8449.28	11498	18584.2	19534.3	11064.2	11425.5	18888.22	18262.72	8250.93	95.52	18585.71	19563.29	11057.23	103.56	0	0.9668841	0.4368294	0.5775467	0.9839842	1.03574	0.5854035	0.6074447	0.947126449	0.438930477	0.59730801	0.965428033	1.014784646	0.574772594	0.593541718
